3
-0.161177 -0.036667 0.986244
0.304911 0.813277 0.495591
-0.845863 0.254190 0.468938
-0.664696 -0.645269 -0.376573
-0.593078 -0.786994 -0.169997
-0.491887 0.517087 0.700477
-0.842201 -0.537625 0.040694
-0.926348 -0.037891 0.374757
0.452766 -0.476501 0.753624
0.307967 0.683844 0.661448
-0.073298 -0.466161 -0.881658
0.400976 0.021380 0.915839
-0.086460 -0.077655 -0.993224
0.110453 -0.002524 -0.993878
0.684864 -0.350655 0.638751
0.375678 -0.330052 0.865986
0.137066 -0.455509 -0.879616
0.231829 -0.495611 -0.837033
-0.884311 0.451888 0.117435
-0.293888 0.937666 -0.185506
0.546182 0.583405 -0.601102
0.957970 -0.256896 0.127661
-0.817952 0.224702 0.529587
-0.666799 -0.353159 -0.656245
0.373997 -0.605408 0.702572
-0.056963 -0.244858 0.967884
-0.099877 0.132532 -0.986134
-0.658104 0.163523 0.734955
0.565980 -0.365561 0.738940
-0.274463 0.373208 0.886220
-0.173733 -0.023234 -0.984519
0.113260 -0.061974 0.991631
0.641616 -0.766235 0.034827
-0.037617 0.130718 -0.990706
-0.367911 0.070750 0.927166
0.697082 0.710831 -0.093788
0.191653 -0.341247 0.920228
0.024979 -0.071429 -0.997133
-0.489303 0.229663 -0.841331
-0.761630 0.474177 0.441674
0.318967 0.338265 0.885345
-0.008384 0.001787 -0.999963
-0.815711 -0.545052 -0.193738
0.156574 -0.985941 0.058344
-0.051667 0.985133 -0.163837
0.194135 0.316926 -0.928369
-0.157765 -0.869542 0.467982
-0.846911 -0.374411 -0.377569
-0.864705 -0.451987 -0.219072
-0.120753 0.219685 0.968069
0.003731 -0.028393 -0.999590
-0.002770 -0.038682 -0.999248
0.126611 -0.197849 0.972021
0.139461 0.022779 0.989965
-0.712814 0.437064 0.548517
0.747168 0.352774 0.563285
0.916997 0.304782 -0.257340
-0.866310 -0.365474 -0.340494
0.626249 0.769919 0.122621
-0.588311 -0.437922 0.679790
0.039943 0.120797 0.991873
0.720462 0.684648 -0.110417
-0.555589 0.396504 0.730825
0.901394 0.405623 -0.151518
0.989310 -0.125309 -0.074583
-0.373583 -0.201219 -0.905509
0.205430 0.018478 0.978497
-0.152215 -0.347449 0.925262
0.013842 -0.030696 -0.999433
0.600083 -0.647034 0.470368
-0.037695 0.066171 -0.997096
-0.808552 -0.550578 -0.207625
0.293773 -0.291824 -0.910240
0.146613 0.441616 -0.885144
-0.572755 0.734224 0.364508
-0.535375 0.119126 -0.836171
-0.336323 0.820678 0.461925
0.655293 0.390789 -0.646433
-0.316014 0.601272 0.733898
0.038818 0.087135 0.995440
0.002354 -0.992796 -0.119794
-0.000606 -0.414933 -0.909852
0.197850 0.654961 -0.729302
0.127594 -0.954955 0.267919
-0.385941 0.403338 -0.829679
0.122737 -0.264534 0.956534
-0.684592 0.693304 -0.225086
-0.682808 0.208427 -0.700237
-0.683145 0.654471 0.324007
-0.796431 -0.289971 -0.530674
-0.143402 0.503015 -0.852298
-0.926774 0.174433 0.332661
-0.437694 -0.379701 0.815016
0.960972 -0.087920 -0.262302
-0.795305 0.375578 -0.475849
0.660258 -0.620545 -0.423064
-0.371930 0.681291 0.630485
0.604852 -0.181358 0.775411
-0.538903 -0.267566 0.798744
-0.500872 0.374017 0.780537
0.356025 0.470904 -0.807153
-0.046508 0.260596 0.964327
0.015189 -0.556656 -0.830604
-0.185027 -0.005895 0.982716
-0.420713 -0.820137 0.387783
0.335363 0.852353 -0.401279
0.555251 0.391202 -0.733932
0.029997 0.979187 -0.200731
0.434678 -0.897489 -0.074616
-0.568139 0.426756 0.703631
0.159393 0.716941 -0.678667
0.676116 0.386180 -0.627480
0.151981 0.247678 -0.956848
0.309715 -0.047069 0.949664
-0.046683 0.005039 0.998897
0.736896 -0.226386 -0.636972
0.496025 0.451298 -0.741815
-0.081234 -0.138969 -0.986959
0.084024 -0.190818 0.978023
-0.285061 0.170133 -0.943289
0.218939 0.216847 -0.951338
0.393371 0.623477 -0.675674
-0.560018 0.826208 0.061324
-0.019668 -0.342978 0.939138
-0.183107 0.244923 -0.952095
0.169809 0.143385 -0.974990
0.409186 0.382320 -0.828492
-0.196745 -0.881209 -0.429839
0.011241 -0.845231 -0.534283
0.445927 0.370881 0.814614
0.199850 -0.059393 0.978025
-0.887147 0.407783 0.216064
-0.580240 -0.558461 0.592826
0.504810 0.404357 0.762668
0.795282 0.562515 -0.226063
0.342120 -0.851114 -0.398194
0.215531 -0.728211 0.650581
0.466504 -0.547114 -0.695011
0.374845 0.152940 0.914385
-0.408763 0.208294 -0.888553
0.015705 -0.998139 -0.058921
0.568003 -0.084007 0.818728
0.565024 0.439325 0.698385
-0.556476 0.685698 0.469204
-0.047988 -0.868878 0.492695
-0.046788 0.064082 0.996847
-0.326801 -0.145710 -0.933793
-0.222321 -0.420254 -0.879750
0.366443 -0.784984 0.499519
-0.078002 -0.302430 -0.949975
-0.295469 0.547877 0.782643
-0.422472 -0.397852 0.814390
-0.631565 -0.282881 -0.721875
0.655018 -0.561241 0.505925
-0.011531 -0.165094 -0.986210
-0.692411 -0.414094 0.590841
0.030200 -0.028837 0.999128
-0.370255 -0.155909 -0.915753
-0.005515 0.019509 -0.999794
0.942468 0.083955 0.323581
0.270716 -0.794125 0.544131
-0.040612 0.037259 0.998480
-0.023023 0.097630 -0.994956
0.472061 -0.025718 -0.881191
-0.395599 -0.069776 -0.915769
-0.275135 0.364210 0.889748
-0.185665 0.058960 0.980843
0.646592 -0.263408 -0.715915
0.336543 0.854277 -0.396168
-0.657737 0.723686 0.208952
0.461143 0.250831 0.851135
0.515104 0.150686 0.843778
-0.844635 0.077820 0.529656
0.314891 -0.470141 0.824507
-0.086176 0.826339 -0.556541
0.197411 0.961172 0.192813
-0.020245 0.802905 0.595764
0.126546 0.197354 0.972130
-0.060527 0.108876 -0.992211
0.286407 -0.801104 -0.525551
-0.903352 -0.420686 0.083542
-0.290930 -0.742816 -0.602979
-0.005286 -0.132818 -0.991126
0.120412 0.519967 0.845657
0.397099 -0.901988 0.169501
-0.418580 0.899992 -0.121678
-0.849385 0.177979 0.496859
-0.077297 0.120196 0.989736
-0.315445 -0.903280 0.290827
0.878895 -0.117935 0.462206
-0.052018 0.102668 0.993355
0.088860 0.161204 0.982913
0.143500 0.335168 0.931166
0.142701 -0.310810 -0.939699
0.080751 -0.203622 -0.975714
0.831414 0.071587 0.551023
-0.013833 0.026764 -0.999546
0.457241 0.887296 0.060298
-0.546020 0.565032 0.618548
0.976712 0.072696 -0.201862
0.193392 0.087305 0.977230
-0.163235 0.954334 -0.250200
-0.777213 0.494080 -0.389647
-0.159887 -0.834714 -0.526961
0.005688 -0.133885 0.990981
0.143637 0.223710 -0.964014
-0.040924 -0.056963 0.997537
-0.176425 0.110354 0.978109
-0.145124 -0.790681 0.594779
-0.094920 -0.784391 -0.612961
0.027322 0.222469 0.974557
0.287835 0.662778 0.691286
0.645940 -0.664117 0.376444
0.052929 -0.007315 0.998571
0.123315 -0.052846 -0.990960
0.611802 0.429245 0.664415
0.027480 0.703303 -0.710359
0.524248 -0.095966 -0.846141
-0.264614 -0.023563 -0.964067
0.446393 0.649182 -0.615870
-0.973742 -0.114307 -0.196876
0.265331 -0.955233 -0.130879
0.559250 0.760947 -0.328937
-0.978282 -0.021065 -0.206207
-0.343706 -0.859628 -0.378029
0.802522 -0.420891 -0.422858
-0.769272 -0.443598 -0.459828
0.968198 -0.076373 0.238245
-0.331446 -0.014562 0.943362
0.006436 -0.021333 -0.999752
-0.630222 -0.774450 0.055205
0.174944 0.225166 -0.958486
0.345594 -0.015784 0.938251
0.141558 -0.825518 -0.546335
0.449735 -0.193406 -0.871971
0.374429 0.555500 0.742444
-0.186415 -0.673836 0.714979
-0.229728 0.464570 -0.855219
-0.593383 -0.457250 0.662434
0.073150 0.820268 -0.567282
-0.252845 -0.142979 0.956884
0.531215 -0.657644 0.534150
-0.851140 -0.090949 -0.516999
0.891386 0.164982 0.422151
-0.996309 -0.085768 0.003595
-0.946857 0.071967 -0.313502
-0.043956 -0.946230 -0.320493
-0.017602 0.002205 -0.999843
0.858836 0.343574 0.379944
-0.278118 0.015877 -0.960416
-0.938663 -0.137191 -0.316372
0.354340 -0.438318 -0.826027
0.412753 0.720473 0.557274
-0.920214 -0.015770 0.391098
-0.770780 -0.426734 -0.473071
-0.908334 0.414652 0.054706
-0.426086 0.243749 -0.871227
-0.319066 0.803907 -0.501926
-0.174164 0.183939 -0.967385
-0.772986 -0.038245 0.633269
0.532034 0.201529 -0.822391
0.907585 -0.342985 0.242180
-0.831872 -0.142999 -0.536228
0.653375 -0.579619 -0.486973
-0.020104 -0.194961 -0.980605
0.075638 0.045768 -0.996084
-0.222129 -0.880529 -0.418721
-0.545499 -0.061964 0.835818
-0.092873 -0.541752 0.835392
0.685787 -0.544383 -0.483057
-0.780430 0.594823 0.192649
0.608771 -0.645420 -0.461337
0.019532 -0.446158 -0.894741
0.550366 -0.006962 -0.834895
-0.162287 0.800201 0.577357
-0.376213 -0.910159 0.173419
-0.424807 0.433407 -0.794794
0.690225 0.701569 -0.177174
-0.275996 -0.146450 -0.949936
-0.302398 0.184402 -0.935174
0.651602 0.252754 -0.715214
0.054258 -0.236885 0.970021
0.100938 0.110206 0.988770
0.682530 0.326269 0.653989
-0.906045 0.222785 0.359791
-0.189930 0.063017 0.979773
0.537359 -0.285595 -0.793525
-0.192943 -0.557294 -0.807587
0.174473 -0.741237 0.648172
-0.049695 0.528558 0.847441
-0.051419 0.129504 0.990245
0.276406 -0.328611 0.903114
0.079068 -0.421948 -0.903165
0.527816 0.560508 0.638154
-0.330488 -0.338013 -0.881206
-0.727739 0.339131 0.596143
0.224541 -0.127072 -0.966144
0.475415 -0.066140 -0.877272
-0.243573 0.967201 -0.072069
0.031036 -0.412208 -0.910561
0.079621 -0.006159 -0.996806
0.559645 0.340542 -0.755532
0.114320 -0.425771 -0.897580
-0.505835 0.644085 -0.573834
-0.208944 -0.785767 -0.582162
0.690052 0.719011 -0.082773
0.000684 0.004906 0.999988
-0.597322 0.478067 -0.643940
0.061024 -0.738041 -0.671991
0.324675 -0.051183 -0.944440
-0.794389 0.316507 0.518430
-0.483053 0.875028 -0.031411
-0.281413 0.844359 0.455921
0.153099 0.251573 0.955653
0.236448 0.072518 -0.968934
0.467066 -0.505807 0.725265
-0.549153 0.317678 -0.772989
0.450997 -0.809576 -0.375750
-0.053415 0.066373 -0.996364
-0.070564 0.024983 -0.997194
-0.472013 -0.224621 0.852496
0.287859 0.577429 -0.764011
-0.345240 -0.175852 0.921892
-0.005756 -0.025167 0.999667
-0.468602 0.378900 -0.798027
0.190010 -0.353198 0.916050
-0.148154 0.275355 0.949858
-0.237233 -0.317429 -0.918128
0.089456 0.224775 -0.970296
-0.603051 0.775691 -0.186100
0.924208 0.162173 0.345746
-0.496864 -0.616724 -0.610555
-0.138679 0.980581 0.138669
-0.097255 -0.410248 -0.906774
0.960051 -0.130520 -0.247520
-0.533009 -0.832597 0.150611
0.325150 -0.747016 -0.579866
-0.117962 -0.918380 -0.377708
0.833026 -0.377399 0.404523
-0.293903 0.046340 0.954711
